BRNCH_NME,ProdGroup,ChannelFlag,ModeofT,TxnType,AS_ON_DATE_YrMon,TxnValue,TxnCount
PULLIYAKULAM ROAD   COIMBATORE,SA,CashDeposit,Branch,,Aug 2017,954850,25
T. NAGAR  CHENNAI,SA,OutwardCheque,Branch,,Aug 2017,18109430,73
NEW PALASIA,SA,OutwardCheque,Branch,,Sep 2017,3578130,47
T. NAGAR  CHENNAI,SA,OutwardCheque,Branch,,Sep 2017,38839764,83
CHINCHWAD  PUNE BRANCH,SA,OutwardCheque,Branch,,Jun 2017,6503744,54
Wadachiwadi,SA,CashDeposit,Branch,,Sep 2017,213800,36
CHINCHWAD  PUNE BRANCH,SA,OutwardCheque,Branch,,Oct 2017,6466561,75
Varale,SA,OutwardCheque,Branch,,Sep 2017,766498,30
KOTHRUD PUNE BRANCH,SA,OutwardCheque,Branch,,Jun 2017,4290202,36
CHEMBUR BRANCH,SA,OutwardCheque,Branch,,Jun 2017,7050569,24
THANE BRANCH,SA,CashDeposit,Branch,,Oct 2017,427950,15
Varale,SA,CashDeposit,Branch,,Sep 2017,733565,41
Alandi,SA,OutwardCheque,Branch,,Oct 2017,493609,22
Wadachiwadi,SA,OutwardCheque,Branch,,Sep 2017,901204,35
CHEMBUR BRANCH,SA,OutwardCheque,Branch,,Sep 2017,3358704,41
Alandi,SA,CashDeposit,Branch,,Oct 2017,683800,18
CBD BELAPUR,SA,OutwardCheque,Branch,,Aug 2017,4448772,41
MHALUNGE BUS STOP  PUNE,SA,CashDeposit,Branch,,Sep 2017,138200,9
CHINCHWAD  PUNE BRANCH,SA,OutwardCheque,Branch,,Sep 2017,4457970,69
THILLAI NAGAR  MN.RD.   TIRUCHIIRAPPALLI,SA,OutwardCheque,Branch,,Sep 2017,5742307,25
KOTHRUD PUNE BRANCH,SA,OutwardCheque,Branch,,Oct 2017,6757570,60
CHEMBUR BRANCH,SA,CashDeposit,Branch,,Jun 2017,689750,12
KOTHRUD PUNE BRANCH,SA,CashDeposit,Branch,,Jun 2017,579019,39
Alandi,SA,OutwardCheque,Branch,,Aug 2017,2744500,47
NAVRANGPURA  AHMEDABAD,SA,OutwardCheque,Branch,,Jun 2017,6353020,24
THILLAI NAGAR  MN.RD.   TIRUCHIIRAPPALLI,SA,OutwardCheque,Branch,,Jun 2017,1631879,19
CBD BELAPUR,SA,CashDeposit,Branch,,Jun 2017,361200,23
PULLIYAKULAM ROAD   COIMBATORE,SA,OutwardCheque,Branch,,Jun 2017,11226309,33
KOTHRUD PUNE BRANCH,SA,CashDeposit,Branch,,Oct 2017,1039940,35
NAVRANGPURA  AHMEDABAD,SA,CashDeposit,Branch,,Jun 2017,555500,8
SADASHIV PETH   PUNE,SA,OutwardCheque,Branch,,Oct 2017,976429,20
THILLAI NAGAR  MN.RD.   TIRUCHIIRAPPALLI,SA,CashDeposit,Branch,,Jun 2017,938000,11
SADASHIV PETH   PUNE,SA,OutwardCheque,Branch,,Jun 2017,805000,18
PULLIYAKULAM ROAD   COIMBATORE,SA,CashDeposit,Branch,,Jun 2017,903100,12
SADASHIV PETH   PUNE,SA,CashDeposit,Branch,,Jun 2017,350540,28
Varale,SA,OutwardCheque,Branch,,Oct 2017,8745421,33
Wadachiwadi,SA,CashDeposit,Branch,,Aug 2017,186160,15
T. NAGAR  CHENNAI,SA,OutwardCheque,Branch,,Oct 2017,10836439,70
KAMRAJ NAGAR  PUDUCHERRY,SA,OutwardCheque,Branch,,Oct 2017,5042829,29
THILLAI NAGAR  MN.RD.   TIRUCHIIRAPPALLI,SA,OutwardCheque,Branch,,Aug 2017,5961341,27
Alandi,SA,OutwardCheque,Branch,,Sep 2017,3114800,33
THANE BRANCH,SA,CashDeposit,Branch,,Jun 2017,102600,14
CHINCHWAD  PUNE BRANCH,SA,CashDeposit,Branch,,Jun 2017,1198100,18
SADASHIV PETH   PUNE,SA,OutwardCheque,Branch,,Sep 2017,338000,13
MHALUNGE BUS STOP  PUNE,SA,CashDeposit,Branch,,Oct 2017,105500,8
Wadachiwadi,SA,OutwardCheque,Branch,,Aug 2017,275750,21
NEW PALASIA,SA,OutwardCheque,Branch,,Jun 2017,1131204,23
NEW PALASIA,SA,OutwardCheque,Branch,,Oct 2017,2466510,22
Varale,SA,CashDeposit,Branch,,Oct 2017,584840,41
THILLAI NAGAR  MN.RD.   TIRUCHIIRAPPALLI,SA,OutwardCheque,Branch,,Oct 2017,6730000,20
T. NAGAR  CHENNAI,SA,CashDeposit,Branch,,Oct 2017,949550,19
MHALUNGE BUS STOP  PUNE,SA,OutwardCheque,Branch,,Jun 2017,867376,10
T. NAGAR  CHENNAI,SA,CashDeposit,Branch,,Sep 2017,834420,19
CHINCHWAD  PUNE BRANCH,SA,CashDeposit,Branch,,Oct 2017,2162800,60
CHINCHWAD  PUNE BRANCH,SA,CashDeposit,Branch,,Aug 2017,825500,26
NAVRANGPURA  AHMEDABAD,SA,CashDeposit,Branch,,Oct 2017,1306060,19
CBD BELAPUR,SA,CashDeposit,Branch,,Sep 2017,266100,17
PULLIYAKULAM ROAD   COIMBATORE,SA,OutwardCheque,Branch,,Sep 2017,5668822,37
CHINCHWAD  PUNE BRANCH,SA,OutwardCheque,Branch,,Aug 2017,2415390,48
SADASHIV PETH   PUNE,SA,CashDeposit,Branch,,Oct 2017,507764,10
KOTHRUD PUNE BRANCH,SA,OutwardCheque,Branch,,Aug 2017,2145337,46
T. NAGAR  CHENNAI,SA,OutwardCheque,Branch,,Jun 2017,544488,11
NAVRANGPURA  AHMEDABAD,SA,CashDeposit,Branch,,Aug 2017,336000,7
PULLIYAKULAM ROAD   COIMBATORE,SA,CashDeposit,Branch,,Sep 2017,608000,21
Varale,SA,OutwardCheque,Branch,,Aug 2017,1692649,33
SADASHIV PETH   PUNE,SA,CashDeposit,Branch,,Aug 2017,212990,17
Wadachiwadi,SA,CashDeposit,Branch,,Oct 2017,309450,47
THILLAI NAGAR  MN.RD.   TIRUCHIIRAPPALLI,SA,CashDeposit,Branch,,Sep 2017,1148340,17
PULLIYAKULAM ROAD   COIMBATORE,SA,CashDeposit,Branch,,Oct 2017,568100,19
NEW PALASIA,SA,CashDeposit,Branch,,Sep 2017,485310,22
KAMRAJ NAGAR  PUDUCHERRY,SA,OutwardCheque,Branch,,Jun 2017,1541700,15
Varale,SA,CashDeposit,Branch,,Aug 2017,1186165,29
Alandi,SA,CashDeposit,Branch,,Sep 2017,461600,22
CHINCHWAD  PUNE BRANCH,SA,CashDeposit,Branch,,Sep 2017,1100050,29
KAMRAJ NAGAR  PUDUCHERRY,SA,CashDeposit,Branch,,Jun 2017,22017,6
CHEMBUR BRANCH,SA,CashDeposit,Branch,,Oct 2017,468050,26
KAMRAJ NAGAR  PUDUCHERRY,SA,CashDeposit,Branch,,Sep 2017,349500,8
CHEMBUR BRANCH,SA,OutwardCheque,Branch,,Aug 2017,15263367,24
THILLAI NAGAR  MN.RD.   TIRUCHIIRAPPALLI,SA,CashDeposit,Branch,,Oct 2017,1594000,22
KOTHRUD PUNE BRANCH,SA,CashDeposit,Branch,,Sep 2017,913750,31
NEW PALASIA,SA,CashDeposit,Branch,,Oct 2017,434500,27
NEW PALASIA,SA,CashDeposit,Branch,,Jun 2017,154000,3
NAVRANGPURA  AHMEDABAD,SA,CashDeposit,Branch,,Sep 2017,1224000,16
PULLIYAKULAM ROAD   COIMBATORE,SA,OutwardCheque,Branch,,Oct 2017,8549915,33
KOTHRUD PUNE BRANCH,SA,CashDeposit,Branch,,Aug 2017,926055,32
KAMRAJ NAGAR  PUDUCHERRY,SA,CashDeposit,Branch,,Oct 2017,724000,16
T. NAGAR  CHENNAI,SA,CashDeposit,Branch,,Jun 2017,8935,4
PULLIYAKULAM ROAD   COIMBATORE,SA,OutwardCheque,Branch,,Aug 2017,10393522,21
MHALUNGE BUS STOP  PUNE,SA,CashDeposit,Branch,,Aug 2017,70000,4
CBD BELAPUR,SA,CashDeposit,Branch,,Aug 2017,917800,26
CBD BELAPUR,SA,CashDeposit,Branch,,Oct 2017,472700,41
T. NAGAR  CHENNAI,SA,CashDeposit,Branch,,Aug 2017,907500,11
CHEMBUR BRANCH,SA,CashDeposit,Branch,,Sep 2017,282550,23
NEW PALASIA,SA,CashDeposit,Branch,,Aug 2017,69000,4
Alandi,SA,CashDeposit,Branch,,Aug 2017,809500,25
SADASHIV PETH   PUNE,SA,OutwardCheque,Branch,,Aug 2017,301000,24
NEW PALASIA,SA,OutwardCheque,Branch,,Aug 2017,493000,18
NERUL BRANCH,SA,OutwardCheque,Branch,,Oct 2017,1951000,21
CHEMBUR BRANCH,SA,OutwardCheque,Branch,,Oct 2017,1094465,27
THANE BRANCH,SA,CashDeposit,Branch,,Aug 2017,158720,11
Wadachiwadi,SA,OutwardCheque,Branch,,Oct 2017,161500,22
THANE BRANCH,SA,OutwardCheque,Branch,,Oct 2017,7923700,19
CHEMBUR BRANCH,SA,CashDeposit,Branch,,Aug 2017,163564,15
PULLIYAKULAM ROAD   COIMBATORE,SA,OutwardCheque,Branch,,Jul 2017,5805402,29
SADASHIV PETH   PUNE,SA,CashDeposit,Branch,,Jul 2017,343070,30
CHINCHWAD  PUNE BRANCH,SA,OutwardCheque,Branch,,Jul 2017,4680302,43
THILLAI NAGAR  MN.RD.   TIRUCHIIRAPPALLI,SA,CashDeposit,Branch,,Jul 2017,2739500,16
KAMRAJ NAGAR  PUDUCHERRY,SA,OutwardCheque,Branch,,Jul 2017,3534000,20
THANE BRANCH,SA,OutwardCheque,Branch,,Jul 2017,2723068,22
KOTHRUD PUNE BRANCH,SA,OutwardCheque,Branch,,Jul 2017,9548511,57
T. NAGAR  CHENNAI,SA,CashDeposit,Branch,,Jul 2017,299500,10
NAVRANGPURA  AHMEDABAD,SA,OutwardCheque,Branch,,Jul 2017,7763207,47
T. NAGAR  CHENNAI,SA,OutwardCheque,Branch,,Jul 2017,42559419,44
CBD BELAPUR,SA,OutwardCheque,Branch,,Jul 2017,3654768,51
CHEMBUR BRANCH,SA,OutwardCheque,Branch,,Jul 2017,3731753,38
CBD BELAPUR,SA,CashDeposit,Branch,,Jul 2017,352200,27
SADASHIV PETH   PUNE,SA,OutwardCheque,Branch,,Jul 2017,361183,13
CHINCHWAD  PUNE BRANCH,SA,CashDeposit,Branch,,Jul 2017,1767110,49
NEW PALASIA,SA,OutwardCheque,Branch,,Jul 2017,3659728,31
MHALUNGE BUS STOP  PUNE,SA,OutwardCheque,Branch,,Jul 2017,974320,10
NEW PALASIA,SA,CashDeposit,Branch,,Jul 2017,419300,16
THILLAI NAGAR  MN.RD.   TIRUCHIIRAPPALLI,SA,OutwardCheque,Branch,,Jul 2017,2530385,32
KOTHRUD PUNE BRANCH,SA,CashDeposit,Branch,,Jul 2017,956260,39
PULLIYAKULAM ROAD   COIMBATORE,SA,CashDeposit,Branch,,Jul 2017,459000,7
Varale,SA,CashDeposit,Branch,,Jul 2017,122000,4
CHEMBUR BRANCH,SA,CashDeposit,Branch,,Jul 2017,195450,14
THANE BRANCH,SA,CashDeposit,Branch,,Jul 2017,117340,10
Varale,SA,OutwardCheque,Branch,,Jul 2017,175000,5
Wadachiwadi,SA,OutwardCheque,Branch,,Jul 2017,255000,4
NAVRANGPURA  AHMEDABAD,SA,CashDeposit,Branch,,Jul 2017,374000,10
KAMRAJ NAGAR  PUDUCHERRY,SA,CashDeposit,Branch,,Jul 2017,48500,6
MHALUNGE BUS STOP  PUNE,SA,CashDeposit,Branch,,Jul 2017,17000,2
THANE BRANCH,SA,CashDeposit,Branch,,Sep 2017,50500,6
SADASHIV PETH   PUNE,SA,CashDeposit,Branch,,Sep 2017,334100,12
MHALUNGE BUS STOP  PUNE,SA,OutwardCheque,Branch,,Sep 2017,296645,9
MHALUNGE BUS STOP  PUNE,SA,OutwardCheque,Branch,,Oct 2017,197700,5
NERUL BRANCH,SA,CashDeposit,Branch,,Oct 2017,337700,6
KAMRAJ NAGAR  PUDUCHERRY,SA,OutwardCheque,Branch,,Aug 2017,2007350,21
MHALUNGE BUS STOP  PUNE,SA,OutwardCheque,Branch,,Aug 2017,200810,9
KAMRAJ NAGAR  PUDUCHERRY,SA,OutwardCheque,Branch,,Sep 2017,1371000,16
THANE BRANCH,SA,OutwardCheque,Branch,,Aug 2017,2290500,21
THILLAI NAGAR  MN.RD.   TIRUCHIIRAPPALLI,SA,CashDeposit,Branch,,Aug 2017,864500,12
KAMRAJ NAGAR  PUDUCHERRY,SA,CashDeposit,Branch,,Aug 2017,17500,2
MHALUNGE BUS STOP  PUNE,SA,CashDeposit,Branch,,Jun 2017,35000,2
KOTHRUD PUNE BRANCH,CA,OutwardCheque,Branch,,Sep 2017,4777429,32
CHINCHWAD  PUNE BRANCH,CA,CashDeposit,Branch,,Sep 2017,6723720,113
CHINCHWAD  PUNE BRANCH,CA,CashDeposit,Branch,,Oct 2017,10640432,159
CHINCHWAD  PUNE BRANCH,CA,OutwardCheque,Branch,,Oct 2017,2.978587e+07,351
KOTHRUD PUNE BRANCH,CA,CashDeposit,Branch,,Sep 2017,607500,27
NAVRANGPURA  AHMEDABAD,CA,OutwardCheque,Branch,,Aug 2017,38000,7
CHINCHWAD  PUNE BRANCH,CA,OutwardCheque,Branch,,Sep 2017,2.559757e+07,230
KOTHRUD PUNE BRANCH,CA,OutwardCheque,Branch,,Aug 2017,829410,34
Wadachiwadi,CA,CashDeposit,Branch,,Sep 2017,76500,4
Wadachiwadi,CA,OutwardCheque,Branch,,Aug 2017,178548,11
Varale,CA,OutwardCheque,Branch,,Sep 2017,345886,20
MHALUNGE BUS STOP  PUNE,CA,OutwardCheque,Branch,,Sep 2017,9300,1
Varale,CA,CashDeposit,Branch,,Sep 2017,516365,44
CBD BELAPUR,CA,OutwardCheque,Branch,,Aug 2017,1214000,6
CHEMBUR BRANCH,CA,OutwardCheque,Branch,,Aug 2017,363519,20
CHEMBUR BRANCH,CA,CashDeposit,Branch,,Aug 2017,73000,5
Varale,CA,CashDeposit,Branch,,Aug 2017,101000,7
NEW PALASIA,CA,OutwardCheque,Branch,,Oct 2017,285000,10
KOTHRUD PUNE BRANCH,CA,CashDeposit,Branch,,Aug 2017,379100,25
THILLAI NAGAR  MN.RD.   TIRUCHIIRAPPALLI,CA,OutwardCheque,Branch,,Sep 2017,3000,1
CHINCHWAD  PUNE BRANCH,CA,CashDeposit,Branch,,Aug 2017,4760800,69
CHINCHWAD  PUNE BRANCH,CA,OutwardCheque,Branch,,Aug 2017,1.403679e+07,147
KOTHRUD PUNE BRANCH,CA,OutwardCheque,Branch,,Oct 2017,776404.1,45
CBD BELAPUR,CA,OutwardCheque,Branch,,Sep 2017,7349078,11
THILLAI NAGAR  MN.RD.   TIRUCHIIRAPPALLI,CA,CashDeposit,Branch,,Aug 2017,6000,2
KOTHRUD PUNE BRANCH,CA,CashDeposit,Branch,,Oct 2017,976100,48
CHEMBUR BRANCH,CA,OutwardCheque,Branch,,Sep 2017,265141,16
Varale,CA,OutwardCheque,Branch,,Oct 2017,137273,10
THANE BRANCH,CA,OutwardCheque,Branch,,Sep 2017,25000,4
MHALUNGE BUS STOP  PUNE,CA,CashDeposit,Branch,,Sep 2017,94500,9
CBD BELAPUR,CA,CashDeposit,Branch,,Sep 2017,310000,1
CBD BELAPUR,CA,OutwardCheque,Branch,,Oct 2017,504640.6,21
Alandi,CA,OutwardCheque,Branch,,Oct 2017,25000,5
Alandi,CA,CashDeposit,Branch,,Oct 2017,497000,14
THANE BRANCH,CA,OutwardCheque,Branch,,Oct 2017,11000,2
PULLIYAKULAM ROAD   COIMBATORE,CA,OutwardCheque,Branch,,Oct 2017,39000,6
NAVRANGPURA  AHMEDABAD,CA,OutwardCheque,Branch,,Oct 2017,705923,8
CHEMBUR BRANCH,CA,OutwardCheque,Branch,,Oct 2017,383832,15
T. NAGAR  CHENNAI,CA,OutwardCheque,Branch,,Aug 2017,1117000,5
Wadachiwadi,CA,OutwardCheque,Branch,,Oct 2017,968634,16
CHEMBUR BRANCH,CA,CashDeposit,Branch,,Sep 2017,260490,20
NAVRANGPURA  AHMEDABAD,CA,CashDeposit,Branch,,Oct 2017,916000,3
PULLIYAKULAM ROAD   COIMBATORE,CA,OutwardCheque,Branch,,Aug 2017,34000000,7
PULLIYAKULAM ROAD   COIMBATORE,CA,CashDeposit,Branch,,Sep 2017,14500,4
Varale,CA,OutwardCheque,Branch,,Aug 2017,189000,9
MHALUNGE BUS STOP  PUNE,CA,OutwardCheque,Branch,,Aug 2017,10000,1
Alandi,CA,CashDeposit,Branch,,Sep 2017,1099000,19
SADASHIV PETH   PUNE,CA,OutwardCheque,Branch,,Sep 2017,406844,30
THILLAI NAGAR  MN.RD.   TIRUCHIIRAPPALLI,CA,OutwardCheque,Branch,,Aug 2017,6000,2
THANE BRANCH,CA,OutwardCheque,Branch,,Aug 2017,5000,1
Wadachiwadi,CA,CashDeposit,Branch,,Oct 2017,81200,6
Wadachiwadi,CA,OutwardCheque,Branch,,Sep 2017,636380,18
SADASHIV PETH   PUNE,CA,CashDeposit,Branch,,Aug 2017,204900,19
SADASHIV PETH   PUNE,CA,OutwardCheque,Branch,,Aug 2017,260734,21
THANE BRANCH,CA,CashDeposit,Branch,,Oct 2017,55400,5
THANE BRANCH,CA,CashDeposit,Branch,,Sep 2017,33000,2
NAVRANGPURA  AHMEDABAD,CA,OutwardCheque,Branch,,Sep 2017,90694.65,9
NAVRANGPURA  AHMEDABAD,CA,CashDeposit,Branch,,Sep 2017,1182000,7
Varale,CA,CashDeposit,Branch,,Oct 2017,995400,46
T. NAGAR  CHENNAI,CA,OutwardCheque,Branch,,Sep 2017,6000,2
T. NAGAR  CHENNAI,CA,OutwardCheque,Branch,,Oct 2017,31000,5
CHEMBUR BRANCH,CA,CashDeposit,Branch,,Oct 2017,348800,25
CBD BELAPUR,CA,CashDeposit,Branch,,Oct 2017,213900,12
PULLIYAKULAM ROAD   COIMBATORE,CA,OutwardCheque,Branch,,Sep 2017,21270000,6
NEW PALASIA,CA,CashDeposit,Branch,,Oct 2017,80700,2
SADASHIV PETH   PUNE,CA,OutwardCheque,Branch,,Oct 2017,529881,32
THILLAI NAGAR  MN.RD.   TIRUCHIIRAPPALLI,CA,CashDeposit,Branch,,Oct 2017,27500,3
MHALUNGE BUS STOP  PUNE,CA,CashDeposit,Branch,,Oct 2017,89300,7
CHINCHWAD  PUNE BRANCH,CA,CashDeposit,Branch,,Jul 2017,1530460,40
CHINCHWAD  PUNE BRANCH,CA,OutwardCheque,Branch,,Jul 2017,2809516,60
KOTHRUD PUNE BRANCH,CA,OutwardCheque,Branch,,Jul 2017,606238,49
PULLIYAKULAM ROAD   COIMBATORE,CA,CashDeposit,Branch,,Oct 2017,54200,8
KOTHRUD PUNE BRANCH,CA,CashDeposit,Branch,,Jul 2017,379400,26
CHEMBUR BRANCH,CA,CashDeposit,Branch,,Jul 2017,140000,11
MHALUNGE BUS STOP  PUNE,CA,OutwardCheque,Branch,,Oct 2017,4800,2
KAMRAJ NAGAR  PUDUCHERRY,CA,CashDeposit,Branch,,Oct 2017,413000,2
KAMRAJ NAGAR  PUDUCHERRY,CA,OutwardCheque,Branch,,Oct 2017,100000,2
Wadachiwadi,CA,OutwardCheque,Branch,,Jul 2017,55000,2
THANE BRANCH,CA,OutwardCheque,Branch,,Jul 2017,5020000,3
CHEMBUR BRANCH,CA,OutwardCheque,Branch,,Jul 2017,162703,8
CBD BELAPUR,CA,CashDeposit,Branch,,Jul 2017,5000,1
PULLIYAKULAM ROAD   COIMBATORE,CA,OutwardCheque,Branch,,Jul 2017,3125000,3
PULLIYAKULAM ROAD   COIMBATORE,CA,CashDeposit,Branch,,Jul 2017,7000,1
NAVRANGPURA  AHMEDABAD,CA,CashDeposit,Branch,,Jul 2017,250000,1
SADASHIV PETH   PUNE,CA,OutwardCheque,Branch,,Jul 2017,52232,2
SADASHIV PETH   PUNE,CA,CashDeposit,Branch,,Oct 2017,13600,5
NERUL BRANCH,CA,OutwardCheque,Branch,,Oct 2017,167000,2
Alandi,CA,CashDeposit,Branch,,Aug 2017,60000,2
KAMRAJ NAGAR  PUDUCHERRY,CA,OutwardCheque,Branch,,Sep 2017,10000,1
CHINCHWAD  PUNE BRANCH,CA,OutwardCheque,Branch,,Jun 2017,974291,28
CBD BELAPUR,CA,OutwardCheque,Branch,,Jun 2017,5007500,2
CHEMBUR BRANCH,CA,OutwardCheque,Branch,,Jun 2017,386111,18
CHEMBUR BRANCH,CA,CashDeposit,Branch,,Jun 2017,90000,9
NEW PALASIA,CA,OutwardCheque,Branch,,Sep 2017,21830,1
MHALUNGE BUS STOP  PUNE,CA,CashDeposit,Branch,,Aug 2017,8500,3
SADASHIV PETH   PUNE,CA,CashDeposit,Branch,,Sep 2017,20100,6
KOTHRUD PUNE BRANCH,CA,CashDeposit,Branch,,Jun 2017,128000,18
KOTHRUD PUNE BRANCH,CA,OutwardCheque,Branch,,Jun 2017,147300,5
CHINCHWAD  PUNE BRANCH,CA,CashDeposit,Branch,,Jun 2017,2947000,8
MHALUNGE BUS STOP  PUNE,CA,OutwardCheque,Branch,,Jun 2017,3000,1
SADASHIV PETH   PUNE,CA,CashDeposit,Branch,,Jun 2017,290740,3
NAVRANGPURA  AHMEDABAD,CA,OutwardCheque,Branch,,Jun 2017,151000,1
SADASHIV PETH   PUNE,CA,OutwardCheque,Branch,,Jun 2017,35222,2
CBD BELAPUR,SA,ATMDeposit,Branch,,Aug 2017,55300,13
Wadachiwadi,SA,ATMDeposit,Branch,,Oct 2017,7600,4
KOTHRUD PUNE BRANCH,SA,ATMDeposit,Branch,,Jun 2017,25900,9
NEW PALASIA,SA,ATMDeposit,Branch,,Sep 2017,132200,18
CBD BELAPUR,SA,ATMDeposit,Branch,,Oct 2017,45100,13
KOTHRUD PUNE BRANCH,SA,ATMDeposit,Branch,,Jul 2017,49000,12
CHEMBUR BRANCH,SA,ATMDeposit,Branch,,Sep 2017,46300,2
CHINCHWAD  PUNE BRANCH,SA,ATMDeposit,Branch,,Sep 2017,24300,6
KOTHRUD PUNE BRANCH,SA,ATMDeposit,Branch,,Oct 2017,242500,23
KAMRAJ NAGAR  PUDUCHERRY,SA,ATMDeposit,Branch,,Sep 2017,40500,6
CHINCHWAD  PUNE BRANCH,SA,ATMDeposit,Branch,,Jul 2017,34000,10
CHEMBUR BRANCH,SA,ATMDeposit,Branch,,Oct 2017,10500,7
PULLIYAKULAM ROAD   COIMBATORE,SA,ATMDeposit,Branch,,Aug 2017,500,2
KAMRAJ NAGAR  PUDUCHERRY,SA,ATMDeposit,Branch,,Aug 2017,136200,14
CHINCHWAD  PUNE BRANCH,SA,ATMDeposit,Branch,,Aug 2017,79500,12
THILLAI NAGAR  MN.RD.   TIRUCHIIRAPPALLI,SA,ATMDeposit,Branch,,Jul 2017,60300,8
KAMRAJ NAGAR  PUDUCHERRY,SA,ATMDeposit,Branch,,Oct 2017,182500,19
KOTHRUD PUNE BRANCH,SA,ATMDeposit,Branch,,Sep 2017,350400,29
NEW PALASIA,SA,ATMDeposit,Branch,,Aug 2017,94500,7
THILLAI NAGAR  MN.RD.   TIRUCHIIRAPPALLI,SA,ATMDeposit,Branch,,Aug 2017,19500,6
KOTHRUD PUNE BRANCH,SA,ATMDeposit,Branch,,Aug 2017,227100,24
CHINCHWAD  PUNE BRANCH,SA,ATMDeposit,Branch,,Oct 2017,91500,19
Alandi,SA,ATMDeposit,Branch,,Oct 2017,9500,2
SADASHIV PETH   PUNE,SA,ATMDeposit,Branch,,Jul 2017,9000,3
CBD BELAPUR,SA,ATMDeposit,Branch,,Sep 2017,72100,9
CBD BELAPUR,SA,ATMDeposit,Branch,,Jun 2017,90200,10
SADASHIV PETH   PUNE,SA,ATMDeposit,Branch,,Sep 2017,30500,5
NEW PALASIA,SA,ATMDeposit,Branch,,Jun 2017,11500,2
THILLAI NAGAR  MN.RD.   TIRUCHIIRAPPALLI,SA,ATMDeposit,Branch,,Oct 2017,28000,5
T. NAGAR  CHENNAI,SA,ATMDeposit,Branch,,Oct 2017,71500,3
PULLIYAKULAM ROAD   COIMBATORE,SA,ATMDeposit,Branch,,Sep 2017,54500,10
SADASHIV PETH   PUNE,SA,ATMDeposit,Branch,,Oct 2017,49800,9
THANE BRANCH,SA,ATMDeposit,Branch,,Aug 2017,500,1
THILLAI NAGAR  MN.RD.   TIRUCHIIRAPPALLI,SA,ATMDeposit,Branch,,Sep 2017,9300,4
SADASHIV PETH   PUNE,SA,ATMDeposit,Branch,,Aug 2017,64000,3
PULLIYAKULAM ROAD   COIMBATORE,SA,ATMDeposit,Branch,,Oct 2017,150500,8
KAMRAJ NAGAR  PUDUCHERRY,SA,ATMDeposit,Branch,,Jul 2017,63600,13
NEW PALASIA,SA,ATMDeposit,Branch,,Oct 2017,132000,11
THANE BRANCH,SA,ATMDeposit,Branch,,Sep 2017,2000,1
CHINCHWAD  PUNE BRANCH,SA,ATMDeposit,Branch,,Jun 2017,4000,2
Wadachiwadi,SA,ATMDeposit,Branch,,Sep 2017,14000,2
Alandi,SA,ATMDeposit,Branch,,Aug 2017,700,1
NAVRANGPURA  AHMEDABAD,SA,ATMDeposit,Branch,,Jul 2017,20600,3
PULLIYAKULAM ROAD   COIMBATORE,SA,ATMDeposit,Branch,,Jul 2017,23700,6
NEW PALASIA,SA,ATMDeposit,Branch,,Jul 2017,88900,10
NAVRANGPURA  AHMEDABAD,SA,ATMDeposit,Branch,,Jun 2017,100,1
NAVRANGPURA  AHMEDABAD,SA,ATMDeposit,Branch,,Sep 2017,4100,2
CBD BELAPUR,SA,ATMDeposit,Branch,,Jul 2017,1200,3
T. NAGAR  CHENNAI,SA,ATMDeposit,Branch,,Jul 2017,10100,2
NAVRANGPURA  AHMEDABAD,SA,ATMDeposit,Branch,,Oct 2017,12000,3
Alandi,SA,ATMDeposit,Branch,,Sep 2017,600,2
THANE BRANCH,SA,ATMDeposit,Branch,,Jul 2017,200,1
THANE BRANCH,SA,ATMDeposit,Branch,,Jun 2017,3400,2
T. NAGAR  CHENNAI,SA,ATMDeposit,Branch,,Sep 2017,2600,3
CHEMBUR BRANCH,SA,ATMDeposit,Branch,,Aug 2017,198500,4
KAMRAJ NAGAR  PUDUCHERRY,SA,ATMDeposit,Branch,,Jun 2017,2600,1
CHEMBUR BRANCH,SA,ATMDeposit,Branch,,Jul 2017,40800,6
